day,hours,price
28.07.2019,H2,43.03
28.07.2019,H3,33.59
28.07.2019,H4,31.73
28.07.2019,H5,30.19
28.07.2019,H6,27.59
28.07.2019,H7,27.84
28.07.2019,H8,32.45
28.07.2019,H9,38.29
28.07.2019,H10,41.01
28.07.2019,H11,43.49
28.07.2019,H12,44.49
28.07.2019,H13,45.40
28.07.2019,H14,42.17
28.07.2019,H15,40.19
28.07.2019,H16,40.19
28.07.2019,H17,42.39
28.07.2019,H18,51.58
28.07.2019,H19,58.35
28.07.2019,H20,59.34
28.07.2019,H21,65.00
28.07.2019,H22,65.04
28.07.2019,H23,47.51
28.07.2019,H24,43.88
29.07.2019,H1,39.58
29.07.2019,H2,36.65
29.07.2019,H3,35.03
29.07.2019,H4,34.98
29.07.2019,H5,34.35
29.07.2019,H6,37.01
29.07.2019,H7,45.32
29.07.2019,H8,84.61
29.07.2019,H9,84.61
29.07.2019,H10,84.61
29.07.2019,H11,79.90
29.07.2019,H12,81.87
29.07.2019,H13,84.61
29.07.2019,H14,84.61
29.07.2019,H15,79.94
29.07.2019,H16,79.95
29.07.2019,H17,65.98
29.07.2019,H18,61.98
29.07.2019,H19,60.14
29.07.2019,H20,68.70
29.07.2019,H21,69.60
29.07.2019,H22,63.87
29.07.2019,H23,59.25
29.07.2019,H24,52.03
30.07.2019,H1,49.04
30.07.2019,H2,43.09
30.07.2019,H3,37.37
30.07.2019,H4,37.05
30.07.2019,H5,37.04
30.07.2019,H6,40.09
30.07.2019,H7,52.56
30.07.2019,H8,62.50
30.07.2019,H9,60.04
30.07.2019,H10,61.45
30.07.2019,H11,60.07
30.07.2019,H12,60.12
30.07.2019,H13,66.03
30.07.2019,H14,68.07
30.07.2019,H15,71.45
30.07.2019,H16,71.81
30.07.2019,H17,68.42
30.07.2019,H18,68.48
30.07.2019,H19,67.81
30.07.2019,H20,67.70
30.07.2019,H21,68.02
30.07.2019,H22,63.22
30.07.2019,H23,66.01
30.07.2019,H24,50.77
31.07.2019,H1,49.74
31.07.2019,H2,42.64
31.07.2019,H3,37.01
31.07.2019,H4,36.46
31.07.2019,H5,37.14
31.07.2019,H6,39.67
31.07.2019,H7,48.54
31.07.2019,H8,75.02
31.07.2019,H9,67.06
31.07.2019,H10,71.49
31.07.2019,H11,73.01
31.07.2019,H12,75.02
31.07.2019,H13,80.10
31.07.2019,H14,80.03
31.07.2019,H15,75.09
31.07.2019,H16,75.07
31.07.2019,H17,76.30
31.07.2019,H18,83.94
31.07.2019,H19,81.94
31.07.2019,H20,75.51
31.07.2019,H21,75.01
31.07.2019,H22,67.50
31.07.2019,H23,58.09
31.07.2019,H24,47.33
01.08.2019,H1,53.17
01.08.2019,H2,47.91
01.08.2019,H3,40.02
01.08.2019,H4,38.37
01.08.2019,H5,39.27
01.08.2019,H6,43.06
01.08.2019,H7,50.32
01.08.2019,H8,73.01
01.08.2019,H9,67.97
01.08.2019,H10,81.93
01.08.2019,H11,85.01
01.08.2019,H12,89.95
01.08.2019,H13,95.02
01.08.2019,H14,89.99
01.08.2019,H15,90.91
01.08.2019,H16,92.96
01.08.2019,H17,90.91
01.08.2019,H18,90.50
01.08.2019,H19,89.00
01.08.2019,H20,95.14
01.08.2019,H21,95.35
01.08.2019,H22,90.91
01.08.2019,H23,85.62
01.08.2019,H24,56.79
02.08.2019,H1,67.81
02.08.2019,H2,50.05
02.08.2019,H3,44.90
02.08.2019,H4,43.94
02.08.2019,H5,40.41
02.08.2019,H6,50.00
02.08.2019,H7,73.73
02.08.2019,H8,71.62
02.08.2019,H9,61.10
02.08.2019,H10,89.78
02.08.2019,H11,90.84
02.08.2019,H12,94.02
02.08.2019,H13,97.18
02.08.2019,H14,95.07
02.08.2019,H15,95.07
02.08.2019,H16,95.07
02.08.2019,H17,89.93
02.08.2019,H18,94.02
02.08.2019,H19,79.98
02.08.2019,H20,73.73
02.08.2019,H21,95.07
02.08.2019,H22,73.73
02.08.2019,H23,71.62
02.08.2019,H24,50.28
03.08.2019,H1,66.57
03.08.2019,H2,61.40
03.08.2019,H3,50.51
03.08.2019,H4,46.91
03.08.2019,H5,41.05
03.08.2019,H6,42.26
03.08.2019,H7,43.31
03.08.2019,H8,42.34
03.08.2019,H9,47.29
03.08.2019,H10,64.92
03.08.2019,H11,64.92
03.08.2019,H12,56.06
03.08.2019,H13,56.05
03.08.2019,H14,55.00
03.08.2019,H15,45.02
03.08.2019,H16,50.06
03.08.2019,H17,55.09
03.08.2019,H18,60.65
03.08.2019,H19,58.75
03.08.2019,H20,55.98
03.08.2019,H21,60.07
03.08.2019,H22,47.06
03.08.2019,H23,43.09
03.08.2019,H24,38.64
04.08.2019,H1,37.01
04.08.2019,H2,34.00
04.08.2019,H3,32.59
04.08.2019,H4,31.62
04.08.2019,H5,30.72
04.08.2019,H6,29.97
04.08.2019,H7,30.72
04.08.2019,H8,32.07
04.08.2019,H9,32.25
04.08.2019,H10,31.68
04.08.2019,H11,31.00
04.08.2019,H12,32.09
04.08.2019,H13,32.13
04.08.2019,H14,30.54
04.08.2019,H15,28.83
04.08.2019,H16,33.07
04.08.2019,H17,38.08
04.08.2019,H18,48.04
04.08.2019,H19,52.18
04.08.2019,H20,64.01
04.08.2019,H21,96.09
04.08.2019,H22,84.50
04.08.2019,H23,55.04
04.08.2019,H24,43.62
05.08.2019,H1,50.49
05.08.2019,H2,42.13
05.08.2019,H3,39.09
05.08.2019,H4,36.07
05.08.2019,H5,37.76
05.08.2019,H6,40.95
05.08.2019,H7,48.00
05.08.2019,H8,58.38
05.08.2019,H9,64.04
05.08.2019,H10,60.63
05.08.2019,H11,56.61
05.08.2019,H12,57.03
05.08.2019,H13,60.01
05.08.2019,H14,60.63
05.08.2019,H15,52.60
05.08.2019,H16,54.78
05.08.2019,H17,62.74
05.08.2019,H18,60.63
05.08.2019,H19,62.74
05.08.2019,H20,69.50
05.08.2019,H21,90.58
05.08.2019,H22,73.72
05.08.2019,H23,60.63
05.08.2019,H24,57.03
06.08.2019,H1,50.70
06.08.2019,H2,47.63
06.08.2019,H3,44.19
06.08.2019,H4,39.67
06.08.2019,H5,43.05
06.08.2019,H6,41.99
06.08.2019,H7,58.72
06.08.2019,H8,58.06
06.08.2019,H9,62.74
06.08.2019,H10,65.44
06.08.2019,H11,60.63
06.08.2019,H12,62.74
06.08.2019,H13,69.50
06.08.2019,H14,69.86
06.08.2019,H15,68.65
06.08.2019,H16,64.00
06.08.2019,H17,69.50
06.08.2019,H18,68.65
06.08.2019,H19,67.81
06.08.2019,H20,62.74
06.08.2019,H21,73.72
06.08.2019,H22,74.06
06.08.2019,H23,60.53
06.08.2019,H24,47.09
07.08.2019,H1,45.76
07.08.2019,H2,38.74
07.08.2019,H3,37.39
07.08.2019,H4,38.03
07.08.2019,H5,37.78
07.08.2019,H6,41.83
07.08.2019,H7,52.60
07.08.2019,H8,73.73
07.08.2019,H9,71.62
07.08.2019,H10,75.05
07.08.2019,H11,71.97
07.08.2019,H12,73.79
07.08.2019,H13,73.73
07.08.2019,H14,67.39
07.08.2019,H15,67.13
07.08.2019,H16,60.63
07.08.2019,H17,60.63
07.08.2019,H18,58.73
07.08.2019,H19,56.62
07.08.2019,H20,54.95
07.08.2019,H21,58.10
07.08.2019,H22,58.08
07.08.2019,H23,47.81
07.08.2019,H24,41.83
08.08.2019,H1,34.20
08.08.2019,H2,32.22
08.08.2019,H3,30.95
08.08.2019,H4,30.13
08.08.2019,H5,30.40
08.08.2019,H6,32.40
08.08.2019,H7,37.51
08.08.2019,H8,44.39
08.08.2019,H9,55.08
08.08.2019,H10,59.04
08.08.2019,H11,52.63
08.08.2019,H12,52.63
08.08.2019,H13,54.08
08.08.2019,H14,54.00
08.08.2019,H15,52.08
08.08.2019,H16,52.10
08.08.2019,H17,53.34
08.08.2019,H18,54.95
08.08.2019,H19,54.97
08.08.2019,H20,56.42
08.08.2019,H21,65.04
08.08.2019,H22,57.09
08.08.2019,H23,52.63
08.08.2019,H24,42.18
09.08.2019,H1,41.18
09.08.2019,H2,35.28
09.08.2019,H3,33.70
09.08.2019,H4,34.02
09.08.2019,H5,35.48
09.08.2019,H6,38.08
09.08.2019,H7,48.12
09.08.2019,H8,61.55
09.08.2019,H9,73.77
09.08.2019,H10,80.02
09.08.2019,H11,65.03
09.08.2019,H12,70.08
09.08.2019,H13,69.54
09.08.2019,H14,69.09
09.08.2019,H15,62.78
09.08.2019,H16,54.96
09.08.2019,H17,61.30
09.08.2019,H18,62.78
09.08.2019,H19,62.78
09.08.2019,H20,63.46
09.08.2019,H21,71.66
09.08.2019,H22,69.54
09.08.2019,H23,56.65
09.08.2019,H24,46.92
10.08.2019,H1,55.99
10.08.2019,H2,45.07
10.08.2019,H3,36.99
10.08.2019,H4,31.71
10.08.2019,H5,28.28
10.08.2019,H6,20.72
10.08.2019,H7,35.51
10.08.2019,H8,46.00
10.08.2019,H9,46.03
10.08.2019,H10,53.01
10.08.2019,H11,62.99
10.08.2019,H12,65.50
10.08.2019,H13,64.00
10.08.2019,H14,57.03
10.08.2019,H15,50.01
10.08.2019,H16,55.06
10.08.2019,H17,62.78
10.08.2019,H18,62.78
10.08.2019,H19,73.77
10.08.2019,H20,68.80
10.08.2019,H21,95.09
10.08.2019,H22,83.00
10.08.2019,H23,69.55
10.08.2019,H24,52.60
11.08.2019,H1,52.95
11.08.2019,H2,43.80
11.08.2019,H3,38.66
11.08.2019,H4,33.95
11.08.2019,H5,31.83
11.08.2019,H6,31.10
11.08.2019,H7,34.04
11.08.2019,H8,39.51
11.08.2019,H9,41.02
11.08.2019,H10,41.67
11.08.2019,H11,45.78
11.08.2019,H12,47.57
11.08.2019,H13,44.87
11.08.2019,H14,41.07
11.08.2019,H15,41.78
11.08.2019,H16,46.40
11.08.2019,H17,56.70
11.08.2019,H18,57.01
11.08.2019,H19,62.97
11.08.2019,H20,50.03
11.08.2019,H21,57.06
11.08.2019,H22,57.01
11.08.2019,H23,50.06
11.08.2019,H24,42.04
12.08.2019,H1,35.03
12.08.2019,H2,30.58
12.08.2019,H3,29.75
12.08.2019,H4,29.75
12.08.2019,H5,29.20
12.08.2019,H6,32.74
12.08.2019,H7,41.67
12.08.2019,H8,71.71
12.08.2019,H9,69.59
12.08.2019,H10,70.09
12.08.2019,H11,70.34
12.08.2019,H12,74.39
12.08.2019,H13,82.03
12.08.2019,H14,77.95
12.08.2019,H15,75.10
12.08.2019,H16,70.10
12.08.2019,H17,76.95
12.08.2019,H18,71.89
12.08.2019,H19,69.60
12.08.2019,H20,83.01
12.08.2019,H21,95.10
12.08.2019,H22,73.53
12.08.2019,H23,64.32
12.08.2019,H24,50.56
13.08.2019,H1,47.90
13.08.2019,H2,40.34
13.08.2019,H3,35.50
13.08.2019,H4,34.51
13.08.2019,H5,34.78
13.08.2019,H6,37.53
13.08.2019,H7,50.80
13.08.2019,H8,76.48
13.08.2019,H9,63.90
13.08.2019,H10,62.10
13.08.2019,H11,60.71
13.08.2019,H12,58.81
13.08.2019,H13,71.71
13.08.2019,H14,73.99
13.08.2019,H15,75.00
13.08.2019,H16,81.92
13.08.2019,H17,84.03
13.08.2019,H18,95.19
13.08.2019,H19,73.13
13.08.2019,H20,73.83
13.08.2019,H21,95.19
13.08.2019,H22,76.80
13.08.2019,H23,71.71
13.08.2019,H24,48.08
14.08.2019,H1,40.88
14.08.2019,H2,35.08
14.08.2019,H3,32.27
14.08.2019,H4,31.60
14.08.2019,H5,32.10
14.08.2019,H6,33.85
14.08.2019,H7,44.43
14.08.2019,H8,77.51
14.08.2019,H9,71.72
14.08.2019,H10,73.84
14.08.2019,H11,73.84
14.08.2019,H12,68.07
14.08.2019,H13,75.06
14.08.2019,H14,74.00
14.08.2019,H15,67.49
14.08.2019,H16,65.95
14.08.2019,H17,62.84
14.08.2019,H18,66.13
14.08.2019,H19,52.00
14.08.2019,H20,60.60
14.08.2019,H21,64.30
14.08.2019,H22,56.93
14.08.2019,H23,47.37
14.08.2019,H24,40.01
15.08.2019,H1,43.05
15.08.2019,H2,34.06
15.08.2019,H3,28.07
15.08.2019,H4,27.74
15.08.2019,H5,26.09
15.08.2019,H6,27.74
15.08.2019,H7,29.99
15.08.2019,H8,37.00
15.08.2019,H9,39.01
15.08.2019,H10,40.49
15.08.2019,H11,45.50
15.08.2019,H12,43.97
15.08.2019,H13,46.28
15.08.2019,H14,46.33
15.08.2019,H15,45.44
15.08.2019,H16,46.54
15.08.2019,H17,48.01
15.08.2019,H18,46.33
15.08.2019,H19,38.07
15.08.2019,H20,41.19
15.08.2019,H21,45.88
15.08.2019,H22,42.25
15.08.2019,H23,40.08
15.08.2019,H24,35.60
16.08.2019,H1,31.77
16.08.2019,H2,26.65
16.08.2019,H3,25.41
16.08.2019,H4,24.96
16.08.2019,H5,26.19
16.08.2019,H6,29.44
16.08.2019,H7,38.09
16.08.2019,H8,52.31
16.08.2019,H9,54.00
16.08.2019,H10,57.03
16.08.2019,H11,56.07
16.08.2019,H12,57.00
16.08.2019,H13,56.76
16.08.2019,H14,57.01
16.08.2019,H15,56.07
16.08.2019,H16,57.04
16.08.2019,H17,57.07
16.08.2019,H18,57.03
16.08.2019,H19,45.08
16.08.2019,H20,51.06
16.08.2019,H21,57.01
16.08.2019,H22,48.50
16.08.2019,H23,49.01
16.08.2019,H24,39.61
17.08.2019,H1,42.54
17.08.2019,H2,35.58
17.08.2019,H3,31.13
17.08.2019,H4,26.69
17.08.2019,H5,27.80
17.08.2019,H6,27.50
17.08.2019,H7,37.70
17.08.2019,H8,46.38
17.08.2019,H9,45.16
17.08.2019,H10,50.00
17.08.2019,H11,53.54
17.08.2019,H12,52.31
17.08.2019,H13,53.54
17.08.2019,H14,53.21
17.08.2019,H15,51.93
17.08.2019,H16,51.91
17.08.2019,H17,51.97
17.08.2019,H18,55.07
17.08.2019,H19,60.85
17.08.2019,H20,64.06
17.08.2019,H21,75.28
17.08.2019,H22,62.90
17.08.2019,H23,48.50
17.08.2019,H24,41.82
18.08.2019,H1,47.86
18.08.2019,H2,37.37
18.08.2019,H3,32.44
18.08.2019,H4,27.86
18.08.2019,H5,26.05
18.08.2019,H6,25.01
18.08.2019,H7,34.05
18.08.2019,H8,40.10
18.08.2019,H9,42.46
18.08.2019,H10,43.10
18.08.2019,H11,46.33
18.08.2019,H12,43.35
18.08.2019,H13,43.09
18.08.2019,H14,40.19
18.08.2019,H15,41.67
18.08.2019,H16,46.33
18.08.2019,H17,48.44
18.08.2019,H18,50.03
18.08.2019,H19,50.96
18.08.2019,H20,56.20
18.08.2019,H21,81.64
18.08.2019,H22,69.46
18.08.2019,H23,51.13
18.08.2019,H24,50.00
19.08.2019,H1,37.02
19.08.2019,H2,28.31
19.08.2019,H3,27.42
19.08.2019,H4,26.13
19.08.2019,H5,27.00
19.08.2019,H6,37.03
19.08.2019,H7,44.45
19.08.2019,H8,46.15
19.08.2019,H9,54.86
19.08.2019,H10,56.98
19.08.2019,H11,56.98
19.08.2019,H12,56.05
19.08.2019,H13,56.97
19.08.2019,H14,60.00
19.08.2019,H15,56.69
19.08.2019,H16,56.99
19.08.2019,H17,58.81
19.08.2019,H18,56.95
19.08.2019,H19,56.69
19.08.2019,H20,60.77
19.08.2019,H21,78.44
19.08.2019,H22,62.07
19.08.2019,H23,57.82
19.08.2019,H24,47.08
20.08.2019,H1,49.98
20.08.2019,H2,43.05
20.08.2019,H3,34.65
20.08.2019,H4,32.68
20.08.2019,H5,34.55
20.08.2019,H6,41.01
20.08.2019,H7,45.32
20.08.2019,H8,56.57
20.08.2019,H9,56.91
20.08.2019,H10,56.70
20.08.2019,H11,52.25
20.08.2019,H12,55.00
20.08.2019,H13,60.71
20.08.2019,H14,57.68
20.08.2019,H15,58.81
20.08.2019,H16,59.00
20.08.2019,H17,60.71
20.08.2019,H18,64.09
20.08.2019,H19,74.04
20.08.2019,H20,75.00
20.08.2019,H21,64.02
20.08.2019,H22,52.88
20.08.2019,H23,47.15
20.08.2019,H24,42.50
21.08.2019,H1,46.15
21.08.2019,H2,40.71
21.08.2019,H3,31.72
21.08.2019,H4,30.16
21.08.2019,H5,31.00
21.08.2019,H6,40.04
21.08.2019,H7,43.67
21.08.2019,H8,48.76
21.08.2019,H9,48.83
21.08.2019,H10,45.25
21.08.2019,H11,50.05
21.08.2019,H12,55.07
21.08.2019,H13,63.64
21.08.2019,H14,65.30
21.08.2019,H15,66.21
21.08.2019,H16,68.03
21.08.2019,H17,74.00
21.08.2019,H18,79.04
21.08.2019,H19,69.59
21.08.2019,H20,65.08
21.08.2019,H21,81.99
21.08.2019,H22,80.10
21.08.2019,H23,90.94
21.08.2019,H24,50.07
22.08.2019,H1,50.90
22.08.2019,H2,38.87
22.08.2019,H3,31.08
22.08.2019,H4,30.10
22.08.2019,H5,30.50
22.08.2019,H6,32.73
22.08.2019,H7,53.47
22.08.2019,H8,64.09
22.08.2019,H9,58.77
22.08.2019,H10,63.58
22.08.2019,H11,60.44
22.08.2019,H12,62.38
22.08.2019,H13,64.03
22.08.2019,H14,64.50
22.08.2019,H15,62.17
22.08.2019,H16,63.96
22.08.2019,H17,68.44
22.08.2019,H18,70.58
22.08.2019,H19,60.67
22.08.2019,H20,60.04
22.08.2019,H21,62.95
22.08.2019,H22,47.60
22.08.2019,H23,41.78
22.08.2019,H24,40.00
23.08.2019,H1,33.09
23.08.2019,H2,31.09
23.08.2019,H3,30.01
23.08.2019,H4,29.10
23.08.2019,H5,30.20
23.08.2019,H6,33.13
23.08.2019,H7,40.43
23.08.2019,H8,57.55
23.08.2019,H9,52.71
23.08.2019,H10,53.00
23.08.2019,H11,56.02
23.08.2019,H12,60.94
23.08.2019,H13,60.71
23.08.2019,H14,60.71
23.08.2019,H15,66.06
23.08.2019,H16,62.83
23.08.2019,H17,69.54
23.08.2019,H18,72.31
23.08.2019,H19,69.54
23.08.2019,H20,75.60
23.08.2019,H21,91.89
23.08.2019,H22,71.00
23.08.2019,H23,68.85
23.08.2019,H24,48.32
24.08.2019,H1,52.26
24.08.2019,H2,48.92
24.08.2019,H3,37.97
24.08.2019,H4,34.61
24.08.2019,H5,34.86
24.08.2019,H6,36.00
24.08.2019,H7,38.39
24.08.2019,H8,52.00
24.08.2019,H9,46.34
24.08.2019,H10,50.10
24.08.2019,H11,46.55
24.08.2019,H12,51.07
24.08.2019,H13,56.66
24.08.2019,H14,51.10
24.08.2019,H15,51.10
24.08.2019,H16,59.03
24.08.2019,H17,67.01
24.08.2019,H18,69.44
24.08.2019,H19,61.37
24.08.2019,H20,58.07
24.08.2019,H21,79.91
24.08.2019,H22,67.38
24.08.2019,H23,54.05
24.08.2019,H24,43.07
25.08.2019,H1,44.34
25.08.2019,H2,37.04
25.08.2019,H3,27.71
25.08.2019,H4,27.57
25.08.2019,H5,27.00
25.08.2019,H6,26.81
25.08.2019,H7,26.87
25.08.2019,H8,29.58
25.08.2019,H9,28.57
25.08.2019,H10,30.24
25.08.2019,H11,40.24
25.08.2019,H12,44.70
25.08.2019,H13,46.10
25.08.2019,H14,41.07
25.08.2019,H15,41.27
25.08.2019,H16,50.07
25.08.2019,H17,53.06
25.08.2019,H18,51.06
25.08.2019,H19,56.01
25.08.2019,H20,68.00
25.08.2019,H21,82.81
25.08.2019,H22,68.06
25.08.2019,H23,52.31
25.08.2019,H24,43.41
26.08.2019,H1,48.02
26.08.2019,H2,37.06
26.08.2019,H3,30.90
26.08.2019,H4,30.40
26.08.2019,H5,31.09
26.08.2019,H6,40.05
26.08.2019,H7,50.83
26.08.2019,H8,69.53
26.08.2019,H9,71.80
26.08.2019,H10,71.20
26.08.2019,H11,69.98
26.08.2019,H12,71.80
26.08.2019,H13,74.06
26.08.2019,H14,74.07
26.08.2019,H15,72.21
26.08.2019,H16,74.79
26.08.2019,H17,76.10
26.08.2019,H18,89.90
26.08.2019,H19,82.33
26.08.2019,H20,93.91
26.08.2019,H21,105.90
26.08.2019,H22,75.41
26.08.2019,H23,68.67
26.08.2019,H24,55.27
27.08.2019,H1,56.07
27.08.2019,H2,47.16
27.08.2019,H3,48.03
27.08.2019,H4,45.57
27.08.2019,H5,45.67
27.08.2019,H6,49.97
27.08.2019,H7,90.55
27.08.2019,H8,87.78
27.08.2019,H9,95.31
27.08.2019,H10,95.31
27.08.2019,H11,91.07
27.08.2019,H12,95.31
27.08.2019,H13,95.98
27.08.2019,H14,98.01
27.08.2019,H15,97.42
27.08.2019,H16,95.97
27.08.2019,H17,101.98
27.08.2019,H18,105.90
27.08.2019,H19,105.90
27.08.2019,H20,111.20
27.08.2019,H21,117.11
27.08.2019,H22,101.03
27.08.2019,H23,100.07
27.08.2019,H24,83.87
28.08.2019,H1,75.57
28.08.2019,H2,65.94
28.08.2019,H3,53.02
28.08.2019,H4,50.92
28.08.2019,H5,52.31
28.08.2019,H6,63.94
28.08.2019,H7,79.88
28.08.2019,H8,86.04
28.08.2019,H9,122.75
28.08.2019,H10,122.75
28.08.2019,H11,120.42
28.08.2019,H12,122.75
28.08.2019,H13,112.07
28.08.2019,H14,112.06
28.08.2019,H15,112.05
28.08.2019,H16,115.03
28.08.2019,H17,118.73
28.08.2019,H18,106.88
28.08.2019,H19,112.03
28.08.2019,H20,122.05
28.08.2019,H21,123.17
28.08.2019,H22,105.82
28.08.2019,H23,100.74
28.08.2019,H24,72.09
29.08.2019,H1,41.17
29.08.2019,H2,38.05
29.08.2019,H3,46.77
29.08.2019,H4,46.28
29.08.2019,H5,46.46
29.08.2019,H6,37.50
29.08.2019,H7,49.94
29.08.2019,H8,58.63
29.08.2019,H9,62.09
29.08.2019,H10,60.09
29.08.2019,H11,84.04
29.08.2019,H12,107.71
29.08.2019,H13,131.85
29.08.2019,H14,128.35
29.08.2019,H15,127.01
29.08.2019,H16,128.90
29.08.2019,H17,126.79
29.08.2019,H18,116.23
29.08.2019,H19,116.23
29.08.2019,H20,129.08
29.08.2019,H21,135.03
29.08.2019,H22,56.10
29.08.2019,H23,83.03
29.08.2019,H24,50.09
30.08.2019,H1,69.54
30.08.2019,H2,61.05
30.08.2019,H3,47.99
30.08.2019,H4,45.13
30.08.2019,H5,50.08
30.08.2019,H6,67.43
30.08.2019,H7,75.04
30.08.2019,H8,55.98
30.08.2019,H9,81.09
30.08.2019,H10,94.61
30.08.2019,H11,95.13
30.08.2019,H12,100.07
30.08.2019,H13,99.36
30.08.2019,H14,90.90
30.08.2019,H15,73.78
30.08.2019,H16,76.09
30.08.2019,H17,84.77
30.08.2019,H18,88.70
30.08.2019,H19,95.03
30.08.2019,H20,105.69
30.08.2019,H21,111.23
30.08.2019,H22,73.19
30.08.2019,H23,67.43
30.08.2019,H24,60.09
31.08.2019,H1,71.71
31.08.2019,H2,55.09
31.08.2019,H3,50.07
31.08.2019,H4,42.49
31.08.2019,H5,41.19
31.08.2019,H6,44.01
31.08.2019,H7,51.47
31.08.2019,H8,52.00
31.08.2019,H9,56.51
31.08.2019,H10,60.01
31.08.2019,H11,57.95
31.08.2019,H12,67.47
31.08.2019,H13,78.03
31.08.2019,H14,69.59
31.08.2019,H15,63.46
31.08.2019,H16,71.71
31.08.2019,H17,77.03
31.08.2019,H18,78.02
31.08.2019,H19,73.82
31.08.2019,H20,79.10
31.08.2019,H21,135.02
31.08.2019,H22,73.17
31.08.2019,H23,73.50
31.08.2019,H24,57.94
01.09.2019,H1,65.19
01.09.2019,H2,51.09
01.09.2019,H3,48.05
01.09.2019,H4,45.62
01.09.2019,H5,41.29
01.09.2019,H6,37.09
01.09.2019,H7,43.08
01.09.2019,H8,51.05
01.09.2019,H9,44.05
01.09.2019,H10,52.72
01.09.2019,H11,61.29
01.09.2019,H12,62.52
01.09.2019,H13,61.28
01.09.2019,H14,51.07
01.09.2019,H15,51.02
01.09.2019,H16,51.09
01.09.2019,H17,60.18
01.09.2019,H18,50.03
01.09.2019,H19,50.53
01.09.2019,H20,73.79
01.09.2019,H21,100.94
01.09.2019,H22,60.68
01.09.2019,H23,61.09
01.09.2019,H24,61.25
02.09.2019,H1,56.04
02.09.2019,H2,45.28
02.09.2019,H3,43.32
02.09.2019,H4,39.98
02.09.2019,H5,48.52
02.09.2019,H6,75.05
02.09.2019,H7,127.41
02.09.2019,H8,135.04
02.09.2019,H9,135.03
02.09.2019,H10,132.86
02.09.2019,H11,126.71
02.09.2019,H12,135.04
02.09.2019,H13,137.44
02.09.2019,H14,135.04
02.09.2019,H15,126.44
02.09.2019,H16,126.44
02.09.2019,H17,128.14
02.09.2019,H18,130.00
02.09.2019,H19,129.94
02.09.2019,H20,137.65
02.09.2019,H21,138.50
02.09.2019,H22,105.89
02.09.2019,H23,100.87
02.09.2019,H24,69.96
